gamePk,gameDate,away_team,home_team,venue,away_runs,away_hits,away_errors,home_runs,home_hits,home_errors,winner_team,loser_team,game_duration
71464,1901-07-04,Detroit Tigers,Milwaukee Brewers,Lloyd Street Grounds,7.0,12.0,6.0,8.0,13.0,3.0,,,
71457,1901-07-04,Brooklyn Superbas,Chicago Orphans,West Side Park,3.0,7.0,1.0,5.0,16.0,2.0,,,
71458,1901-07-04,Brooklyn Superbas,Chicago Orphans,West Side Park,9.0,11.0,4.0,10.0,11.0,6.0,,,
71467,1901-07-04,Philadelphia Phillies,St. Louis Cardinals,Robison Field,2.0,6.0,1.0,6.0,13.0,3.0,,,
71468,1901-07-04,Philadelphia Phillies,St. Louis Cardinals,Robison Field,1.0,5.0,0.0,0.0,5.0,1.0,,,
71469,1901-07-04,Washington Senators,Philadelphia Athletics,Columbia Park,5.0,8.0,1.0,6.0,7.0,2.0,,,
71474,1901-07-05,Milwaukee Brewers,Cleveland Blues,League Park (1901-09),6.0,11.0,2.0,2.0,4.0,3.0,,,
71475,1901-07-05,New York Giants,Pittsburgh Pirates,Exposition Park,2.0,7.0,2.0,7.0,10.0,3.0,,,
71477,1901-07-05,Washington Senators,Boston Americans,Huntington Avenue Grounds,1.0,4.0,3.0,2.0,12.0,1.0,,,
71472,1901-07-05,Boston Beaneaters,Cincinnati Reds,League Park,4.0,9.0,2.0,3.0,8.0,4.0,,,
71470,1901-07-05,Baltimore Orioles,Philadelphia Athletics,Columbia Park,5.0,10.0,2.0,3.0,4.0,1.0,,,
71473,1901-07-05,Chicago White Sox,Detroit Tigers,Bennett Park,8.0,17.0,1.0,4.0,13.0,3.0,,,
71471,1901-07-05,Brooklyn Superbas,Chicago Orphans,West Side Park,12.0,19.0,3.0,5.0,13.0,5.0,,,
71476,1901-07-05,Philadelphia Phillies,St. Louis Cardinals,Robison Field,2.0,6.0,3.0,3.0,8.0,3.0,,,
71482,1901-07-06,Milwaukee Brewers,Cleveland Blues,League Park (1901-09),6.0,8.0,1.0,11.0,15.0,3.0,,,
71483,1901-07-06,New York Giants,Pittsburgh Pirates,Exposition Park,2.0,10.0,2.0,6.0,9.0,1.0,,,
71485,1901-07-06,Washington Senators,Boston Americans,Huntington Avenue Grounds,0.0,8.0,4.0,7.0,10.0,2.0,,,
71480,1901-07-06,Boston Beaneaters,Cincinnati Reds,League Park,1.0,5.0,4.0,4.0,11.0,1.0,,,
71478,1901-07-06,Baltimore Orioles,Philadelphia Athletics,Columbia Park,5.0,10.0,2.0,8.0,11.0,3.0,,,
71481,1901-07-06,Chicago White Sox,Detroit Tigers,Bennett Park,5.0,9.0,3.0,6.0,17.0,3.0,,,
71479,1901-07-06,Brooklyn Superbas,Chicago Orphans,West Side Park,8.0,12.0,2.0,6.0,16.0,5.0,,,
71484,1901-07-06,Philadelphia Phillies,St. Louis Cardinals,Robison Field,14.0,18.0,7.0,9.0,10.0,0.0,,,
71489,1901-07-07,New York Giants,Cincinnati Reds,League Park,5.0,9.0,3.0,6.0,9.0,1.0,,,
71487,1901-07-07,Chicago White Sox,Detroit Tigers,Burns Park,3.0,9.0,4.0,8.0,11.0,1.0,,,
71488,1901-07-07,Cleveland Blues,Milwaukee Brewers,Lloyd Street Grounds,0.0,5.0,2.0,2.0,5.0,2.0,,,
71486,1901-07-07,Brooklyn Superbas,Chicago Orphans,West Side Park,8.0,12.0,0.0,5.0,9.0,2.0,,,
71493,1901-07-08,New York Giants,Cincinnati Reds,League Park,9.0,15.0,2.0,3.0,6.0,0.0,,,
71495,1901-07-08,Washington Senators,Boston Americans,Huntington Avenue Grounds,1.0,8.0,2.0,3.0,7.0,0.0,,,
71492,1901-07-08,Boston Beaneaters,Pittsburgh Pirates,Exposition Park,0.0,5.0,1.0,5.0,9.0,0.0,,,
71490,1901-07-08,Baltimore Orioles,Philadelphia Athletics,Columbia Park,8.0,11.0,5.0,7.0,9.0,2.0,,,
71491,1901-07-08,Brooklyn Superbas,St. Louis Cardinals,Robison Field,7.0,11.0,2.0,6.0,9.0,2.0,,,
71494,1901-07-08,Philadelphia Phillies,Chicago Orphans,West Side Park,1.0,9.0,1.0,2.0,10.0,0.0,,,
71500,1901-07-09,Detroit Tigers,Cleveland Blues,League Park (1901-09),11.0,19.0,0.0,1.0,6.0,2.0,,,
71501,1901-07-09,New York Giants,Cincinnati Reds,League Park,4.0,7.0,3.0,5.0,8.0,3.0,,,
71498,1901-07-09,Boston Beaneaters,Pittsburgh Pirates,Exposition Park,4.0,4.0,4.0,9.0,13.0,1.0,,,
71496,1901-07-09,Baltimore Orioles,Washington Senators,League Park (1901-03),3.0,7.0,2.0,1.0,5.0,3.0,,,
71497,1901-07-09,Brooklyn Superbas,St. Louis Cardinals,Robison Field,3.0,11.0,2.0,5.0,7.0,2.0,,,
71502,1901-07-09,Philadelphia Phillies,Chicago Orphans,West Side Park,6.0,12.0,2.0,3.0,7.0,2.0,,,
71499,1901-07-09,Chicago White Sox,Milwaukee Brewers,Lloyd Street Grounds,17.0,14.0,2.0,9.0,14.0,4.0,,,
71507,1901-07-10,Detroit Tigers,Cleveland Blues,League Park (1901-09),7.0,8.0,3.0,4.0,12.0,2.0,,,
71509,1901-07-10,Philadelphia Athletics,Boston Americans,Huntington Avenue Grounds,13.0,17.0,2.0,6.0,11.0,4.0,,,
71508,1901-07-10,New York Giants,Cincinnati Reds,League Park,3.0,9.0,2.0,0.0,4.0,2.0,,,
71505,1901-07-10,Boston Beaneaters,Pittsburgh Pirates,Exposition Park,0.0,15.0,4.0,1.0,4.0,1.0,,,
71503,1901-07-10,Baltimore Orioles,Washington Senators,League Park (1901-03),5.0,11.0,3.0,1.0,3.0,1.0,,,
71504,1901-07-10,Brooklyn Superbas,St. Louis Cardinals,Robison Field,1.0,6.0,2.0,3.0,8.0,2.0,,,
71510,1901-07-10,Philadelphia Phillies,Chicago Orphans,West Side Park,6.0,6.0,0.0,2.0,8.0,5.0,,,
71506,1901-07-10,Chicago White Sox,Milwaukee Brewers,Lloyd Street Grounds,5.0,15.0,4.0,4.0,5.0,3.0,,,
71515,1901-07-11,Detroit Tigers,Cleveland Blues,League Park (1901-09),1.0,10.0,5.0,6.0,11.0,1.0,,,
71512,1901-07-11,Brooklyn Superbas,Cincinnati Reds,League Park,5.0,11.0,2.0,4.0,11.0,4.0,,,
71516,1901-07-11,Philadelphia Athletics,Boston Americans,Huntington Avenue Grounds,1.0,4.0,0.0,4.0,7.0,0.0,,,
71513,1901-07-11,Boston Beaneaters,Pittsburgh Pirates,Exposition Park,0.0,8.0,1.0,5.0,10.0,1.0,,,
71511,1901-07-11,Baltimore Orioles,Washington Senators,League Park (1901-03),6.0,9.0,2.0,2.0,8.0,0.0,,,
71517,1901-07-11,Philadelphia Phillies,Chicago Orphans,West Side Park,4.0,7.0,1.0,3.0,13.0,5.0,,,
71514,1901-07-11,Chicago White Sox,Milwaukee Brewers,Lloyd Street Grounds,5.0,7.0,1.0,1.0,6.0,2.0,,,
71518,1901-07-12,Brooklyn Superbas,Cincinnati Reds,League Park,8.0,14.0,4.0,6.0,14.0,4.0,,,
71523,1901-07-12,Philadelphia Athletics,Boston Americans,Huntington Avenue Grounds,3.0,7.0,5.0,5.0,10.0,3.0,,,
71524,1901-07-12,Philadelphia Phillies,Pittsburgh Pirates,Exposition Park,4.0,12.0,2.0,2.0,8.0,2.0,,,
71525,1901-07-12,Washington Senators,Baltimore Orioles,Oriole Park,14.0,17.0,5.0,12.0,14.0,5.0,,,
71520,1901-07-12,Cleveland Blues,Detroit Tigers,Bennett Park,5.0,8.0,1.0,2.0,5.0,5.0,,,
71522,1901-07-12,New York Giants,St. Louis Cardinals,Robison Field,2.0,4.0,3.0,3.0,6.0,1.0,,,
71519,1901-07-12,Boston Beaneaters,Chicago Orphans,West Side Park,7.0,13.0,1.0,0.0,9.0,5.0,,,
71521,1901-07-12,Milwaukee Brewers,Chicago White Sox,South Side Park ,1.0,6.0,2.0,14.0,16.0,4.0,,,
71527,1901-07-13,Brooklyn Superbas,Cincinnati Reds,League Park,9.0,13.0,1.0,8.0,9.0,4.0,,,
71526,1901-07-13,Boston Americans,Philadelphia Athletics,Columbia Park,1.0,5.0,3.0,6.0,9.0,1.0,,,
71532,1901-07-13,Philadelphia Phillies,Pittsburgh Pirates,Exposition Park,3.0,7.0,4.0,5.0,8.0,2.0,,,
71529,1901-07-13,Cleveland Blues,Detroit Tigers,Bennett Park,12.0,10.0,3.0,19.0,17.0,7.0,,,
71531,1901-07-13,New York Giants,St. Louis Cardinals,Robison Field,2.0,5.0,1.0,8.0,10.0,0.0,,,
71528,1901-07-13,Boston Beaneaters,Chicago Orphans,West Side Park,6.0,10.0,1.0,7.0,10.0,4.0,,,
71530,1901-07-13,Milwaukee Brewers,Chicago White Sox,South Side Park ,3.0,11.0,2.0,2.0,7.0,5.0,,,
71533,1901-07-14,Brooklyn Superbas,Cincinnati Reds,League Park,0.0,3.0,3.0,7.0,18.0,0.0,,,
71534,1901-07-14,Cleveland Blues,Detroit Tigers,Burns Park,0.0,5.0,3.0,5.0,11.0,2.0,,,
71537,1901-07-14,Pittsburgh Pirates,Chicago Orphans,West Side Park,3.0,9.0,0.0,1.0,8.0,1.0,,,
71536,1901-07-14,New York Giants,St. Louis Cardinals,Robison Field,5.0,6.0,0.0,6.0,14.0,2.0,,,
71535,1901-07-14,Milwaukee Brewers,Chicago White Sox,South Side Park ,0.0,7.0,1.0,4.0,11.0,1.0,,,
71542,1901-07-15,Washington Senators,Baltimore Orioles,Oriole Park,3.0,9.0,1.0,2.0,9.0,2.0,,,
71543,1901-07-15,Washington Senators,Baltimore Orioles,Oriole Park,3.0,11.0,2.0,7.0,12.0,3.0,,,
71539,1901-07-15,Brooklyn Superbas,Cincinnati Reds,League Park,3.0,12.0,3.0,4.0,7.0,4.0,,,
71538,1901-07-15,Boston Americans,Philadelphia Athletics,Columbia Park,1.0,7.0,5.0,6.0,14.0,2.0,,,
71541,1901-07-15,New York Giants,St. Louis Cardinals,Robison Field,5.0,10.0,1.0,0.0,0.0,1.0,,,
71540,1901-07-15,Boston Beaneaters,Chicago Orphans,West Side Park,1.0,7.0,3.0,4.0,8.0,2.0,,,
71544,1901-07-16,Boston Americans,Cleveland Blues,League Park (1901-09),10.0,15.0,3.0,8.0,10.0,4.0,,,
71546,1901-07-16,Philadelphia Phillies,Pittsburgh Pirates,Exposition Park,6.0,11.0,0.0,3.0,6.0,4.0,,,
71547,1901-07-16,Washington Senators,Detroit Tigers,Bennett Park,8.0,17.0,2.0,5.0,10.0,0.0,,,
71545,1901-07-16,Boston Beaneaters,Chicago Orphans,West Side Park,4.0,10.0,2.0,2.0,4.0,5.0,,,
71549,1901-07-17,Boston Americans,Cleveland Blues,League Park (1901-09),9.0,12.0,0.0,3.0,6.0,2.0,,,
71550,1901-07-17,Boston Americans,Cleveland Blues,League Park (1901-09),10.0,15.0,1.0,2.0,6.0,3.0,,,
71552,1901-07-17,Boston Beaneaters,St. Louis Cardinals,Robison Field,2.0,9.0,1.0,1.0,7.0,1.0,,,
71553,1901-07-17,Boston Beaneaters,St. Louis Cardinals,Robison Field,5.0,7.0,1.0,6.0,11.0,3.0,,,
71551,1901-07-17,Brooklyn Superbas,Pittsburgh Pirates,Exposition Park,7.0,13.0,2.0,3.0,9.0,1.0,,,
71556,1901-07-17,Washington Senators,Detroit Tigers,Bennett Park,3.0,8.0,2.0,4.0,15.0,1.0,,,
71555,1901-07-17,Philadelphia Athletics,Milwaukee Brewers,Lloyd Street Grounds,5.0,12.0,2.0,1.0,7.0,4.0,,,
71554,1901-07-17,New York Giants,Chicago Orphans,West Side Park,4.0,8.0,2.0,7.0,11.0,1.0,,,
71548,1901-07-17,Baltimore Orioles,Chicago White Sox,South Side Park ,2.0,7.0,0.0,4.0,10.0,1.0,,,
71558,1901-07-18,Boston Americans,Cleveland Blues,League Park (1901-09),5.0,10.0,4.0,6.0,9.0,3.0,,,
71559,1901-07-18,Brooklyn Superbas,Pittsburgh Pirates,Exposition Park,4.0,6.0,0.0,3.0,7.0,3.0,,,
71563,1901-07-18,Philadelphia Phillies,Cincinnati Reds,League Park,13.0,18.0,0.0,1.0,4.0,6.0,,,
71564,1901-07-18,Washington Senators,Detroit Tigers,Bennett Park,8.0,13.0,1.0,6.0,15.0,6.0,,,
71562,1901-07-18,Philadelphia Athletics,Milwaukee Brewers,Lloyd Street Grounds,1.0,7.0,2.0,2.0,7.0,1.0,,,
71561,1901-07-18,New York Giants,Chicago Orphans,West Side Park,5.0,11.0,1.0,6.0,12.0,2.0,,,
71560,1901-07-18,Boston Beaneaters,St. Louis Cardinals,Robison Field,8.0,14.0,1.0,2.0,4.0,3.0,,,
71557,1901-07-18,Baltimore Orioles,Chicago White Sox,South Side Park ,1.0,8.0,5.0,9.0,13.0,0.0,,,
71566,1901-07-19,Boston Americans,Cleveland Blues,League Park (1901-09),1.0,5.0,2.0,2.0,5.0,3.0,,,
71567,1901-07-19,Brooklyn Superbas,Pittsburgh Pirates,Exposition Park,5.0,8.0,1.0,4.0,12.0,2.0,,,
71571,1901-07-19,Philadelphia Phillies,Cincinnati Reds,League Park,2.0,11.0,3.0,6.0,12.0,1.0,,,
71572,1901-07-19,Washington Senators,Detroit Tigers,Bennett Park,3.0,7.0,3.0,7.0,13.0,0.0,,,
71570,1901-07-19,Philadelphia Athletics,Milwaukee Brewers,Lloyd Street Grounds,3.0,4.0,4.0,1.0,7.0,4.0,,,
71569,1901-07-19,New York Giants,Chicago Orphans,West Side Park,2.0,10.0,0.0,5.0,12.0,0.0,,,
71568,1901-07-19,Boston Beaneaters,St. Louis Cardinals,Robison Field,1.0,5.0,2.0,8.0,12.0,1.0,,,
71565,1901-07-19,Baltimore Orioles,Chicago White Sox,South Side Park ,7.0,8.0,3.0,4.0,11.0,3.0,,,
71575,1901-07-20,Brooklyn Superbas,Pittsburgh Pirates,Exposition Park,2.0,8.0,5.0,15.0,18.0,0.0,,,
71580,1901-07-20,Washington Senators,Cleveland Blues,League Park (1901-09),9.0,15.0,1.0,7.0,10.0,2.0,,,
71579,1901-07-20,Philadelphia Phillies,Cincinnati Reds,League Park,1.0,9.0,1.0,5.0,9.0,0.0,,,
71574,1901-07-20,Boston Americans,Detroit Tigers,Bennett Park,6.0,10.0,4.0,8.0,9.0,5.0,,,
71577,1901-07-20,New York Giants,Chicago Orphans,West Side Park,2.0,8.0,2.0,7.0,8.0,3.0,,,
71576,1901-07-20,Boston Beaneaters,St. Louis Cardinals,Robison Field,10.0,16.0,0.0,2.0,7.0,5.0,,,
71578,1901-07-20,Philadelphia Athletics,Chicago White Sox,South Side Park ,8.0,7.0,1.0,6.0,8.0,8.0,,,
71573,1901-07-20,Baltimore Orioles,Milwaukee Brewers,Lloyd Street Grounds,13.0,11.0,0.0,11.0,17.0,6.0,,,
71581,1901-07-21,Baltimore Orioles,Milwaukee Brewers,Lloyd Street Grounds,10.0,11.0,1.0,6.0,13.0,4.0,,,
71582,1901-07-21,Baltimore Orioles,Milwaukee Brewers,Lloyd Street Grounds,7.0,10.0,1.0,5.0,11.0,6.0,,,
71583,1901-07-21,Boston Americans,Detroit Tigers,Burns Park,4.0,9.0,0.0,3.0,8.0,2.0,,,
71585,1901-07-21,New York Giants,Chicago Orphans,West Side Park,2.0,4.0,2.0,5.0,8.0,2.0,,,
71584,1901-07-21,Cincinnati Reds,St. Louis Cardinals,Robison Field,2.0,10.0,6.0,15.0,17.0,1.0,,,
71586,1901-07-21,Philadelphia Athletics,Chicago White Sox,South Side Park ,4.0,6.0,4.0,9.0,15.0,3.0,,,
71592,1901-07-22,Washington Senators,Cleveland Blues,League Park (1901-09),3.0,9.0,2.0,6.0,11.0,0.0,,,
71589,1901-07-22,Boston Beaneaters,Philadelphia Phillies,Baker Bowl,2.0,7.0,1.0,3.0,7.0,2.0,,,
71588,1901-07-22,Boston Americans,Detroit Tigers,Bennett Park,5.0,14.0,5.0,6.0,12.0,5.0,,,
71590,1901-07-22,Chicago Orphans,St. Louis Cardinals,Robison Field,5.0,10.0,1.0,6.0,9.0,2.0,,,
71591,1901-07-22,Philadelphia Athletics,Chicago White Sox,South Side Park ,2.0,7.0,2.0,1.0,8.0,4.0,,,
71587,1901-07-22,Baltimore Orioles,Milwaukee Brewers,Lloyd Street Grounds,3.0,5.0,2.0,5.0,6.0,2.0,,,
71597,1901-07-23,Cincinnati Reds,Pittsburgh Pirates,Exposition Park,2.0,11.0,2.0,9.0,16.0,2.0,,,
71594,1901-07-23,Brooklyn Superbas,New York Giants,Polo Grounds III,8.0,13.0,2.0,3.0,10.0,1.0,,,
71599,1901-07-23,Washington Senators,Cleveland Blues,League Park (1901-09),4.0,8.0,6.0,4.0,10.0,1.0,,,
71595,1901-07-23,Boston Beaneaters,Philadelphia Phillies,Baker Bowl,1.0,9.0,1.0,2.0,7.0,0.0,,,
71593,1901-07-23,Boston Americans,Milwaukee Brewers,Lloyd Street Grounds,9.0,9.0,1.0,7.0,12.0,5.0,,,
71596,1901-07-23,Chicago Orphans,St. Louis Cardinals,Robison Field,6.0,7.0,3.0,5.0,9.0,2.0,,,
71598,1901-07-23,Philadelphia Athletics,Chicago White Sox,South Side Park ,6.0,13.0,3.0,10.0,9.0,3.0,,,
71604,1901-07-24,Cincinnati Reds,Pittsburgh Pirates,Exposition Park,2.0,7.0,3.0,11.0,14.0,2.0,,,
71605,1901-07-24,New York Giants,Brooklyn Superbas,Washington Park ,10.0,16.0,4.0,8.0,13.0,2.0,,,
71602,1901-07-24,Boston Beaneaters,Philadelphia Phillies,Baker Bowl,1.0,4.0,0.0,4.0,7.0,0.0,,,
71600,1901-07-24,Baltimore Orioles,Cleveland Blues,League Park (1901-09),9.0,17.0,3.0,6.0,13.0,1.0,,,
71606,1901-07-24,Philadelphia Athletics,Detroit Tigers,Bennett Park,12.0,18.0,3.0,5.0,8.0,3.0,,,
71601,1901-07-24,Boston Americans,Milwaukee Brewers,Lloyd Street Grounds,3.0,10.0,3.0,4.0,11.0,1.0,,,
71603,1901-07-24,Chicago Orphans,St. Louis Cardinals,Robison Field,1.0,9.0,2.0,2.0,9.0,3.0,,,
71607,1901-07-24,Washington Senators,Chicago White Sox,South Side Park ,3.0,8.0,4.0,17.0,20.0,2.0,,,
71613,1901-07-25,Cincinnati Reds,Pittsburgh Pirates,Exposition Park,5.0,8.0,1.0,9.0,13.0,1.0,,,
71610,1901-07-25,Brooklyn Superbas,New York Giants,Polo Grounds III,5.0,10.0,0.0,0.0,1.0,4.0,,,
71611,1901-07-25,Boston Beaneaters,Philadelphia Phillies,Baker Bowl,3.0,6.0,3.0,7.0,12.0,1.0,,,
71608,1901-07-25,Baltimore Orioles,Cleveland Blues,League Park (1901-09),5.0,9.0,1.0,1.0,5.0,3.0,,,
71614,1901-07-25,Philadelphia Athletics,Detroit Tigers,Bennett Park,3.0,11.0,1.0,4.0,7.0,1.0,,,
71609,1901-07-25,Boston Americans,Milwaukee Brewers,Lloyd Street Grounds,2.0,10.0,6.0,6.0,10.0,4.0,,,
71612,1901-07-25,Chicago Orphans,St. Louis Cardinals,Robison Field,3.0,3.0,3.0,5.0,7.0,4.0,,,
71615,1901-07-25,Washington Senators,Chicago White Sox,South Side Park ,1.0,7.0,2.0,4.0,10.0,0.0,,,
71618,1901-07-26,Boston Beaneaters,New York Giants,Polo Grounds III,4.0,8.0,1.0,3.0,6.0,1.0,,,
71616,1901-07-26,Baltimore Orioles,Cleveland Blues,League Park (1901-09),6.0,10.0,2.0,1.0,4.0,4.0,,,
71617,1901-07-26,Boston Americans,Milwaukee Brewers,Lloyd Street Grounds,4.0,10.0,1.0,2.0,9.0,4.0,,,
71619,1901-07-26,Cincinnati Reds,Chicago Orphans,West Side Park,2.0,7.0,3.0,5.0,6.0,1.0,,,
71620,1901-07-26,Pittsburgh Pirates,St. Louis Cardinals,Robison Field,7.0,10.0,3.0,12.0,18.0,3.0,,,
71621,1901-07-26,Washington Senators,Chicago White Sox,South Side Park ,1.0,8.0,1.0,2.0,7.0,1.0,,,
71624,1901-07-27,Brooklyn Superbas,Philadelphia Phillies,Baker Bowl,1.0,9.0,0.0,2.0,7.0,2.0,,,
71625,1901-07-27,Brooklyn Superbas,Philadelphia Phillies,Baker Bowl,3.0,8.0,1.0,4.0,10.0,0.0,,,
71628,1901-07-27,Philadelphia Athletics,Cleveland Blues,League Park (1901-09),3.0,11.0,2.0,4.0,5.0,1.0,,,
71626,1901-07-27,Boston Beaneaters,New York Giants,Polo Grounds III,3.0,6.0,1.0,1.0,2.0,2.0,,,
71622,1901-07-27,Baltimore Orioles,Detroit Tigers,Bennett Park,0.0,5.0,0.0,1.0,8.0,2.0,,,
71627,1901-07-27,Cincinnati Reds,Chicago Orphans,West Side Park,3.0,12.0,10.0,9.0,8.0,1.0,,,
71629,1901-07-27,Pittsburgh Pirates,St. Louis Cardinals,Robison Field,7.0,9.0,3.0,4.0,8.0,8.0,,,
71630,1901-07-27,Washington Senators,Milwaukee Brewers,Lloyd Street Grounds,7.0,16.0,2.0,0.0,10.0,2.0,,,
71623,1901-07-27,Boston Americans,Chicago White Sox,South Side Park ,7.0,15.0,3.0,8.0,10.0,3.0,,,
71633,1901-07-28,Washington Senators,Milwaukee Brewers,Lloyd Street Grounds,0.0,5.0,1.0,1.0,8.0,1.0,,,
71634,1901-07-28,Washington Senators,Milwaukee Brewers,Lloyd Street Grounds,4.0,7.0,1.0,9.0,10.0,3.0,,,
71631,1901-07-28,Baltimore Orioles,Detroit Tigers,Burns Park,4.0,10.0,1.0,6.0,12.0,1.0,,,
71632,1901-07-28,Pittsburgh Pirates,St. Louis Cardinals,Robison Field,3.0,3.0,4.0,5.0,12.0,2.0,,,
71639,1901-07-29,Chicago Orphans,Cincinnati Reds,League Park,3.0,12.0,2.0,2.0,6.0,0.0,,,
71637,1901-07-29,Brooklyn Superbas,Philadelphia Phillies,Baker Bowl,7.0,13.0,2.0,6.0,10.0,4.0,,,
71638,1901-07-29,Boston Beaneaters,New York Giants,Polo Grounds III,5.0,11.0,3.0,4.0,9.0,4.0,,,
71635,1901-07-29,Baltimore Orioles,Detroit Tigers,Bennett Park,10.0,14.0,4.0,5.0,11.0,4.0,,,
71640,1901-07-29,Pittsburgh Pirates,St. Louis Cardinals,Robison Field,8.0,15.0,1.0,0.0,3.0,2.0,,,
71641,1901-07-29,Washington Senators,Milwaukee Brewers,Lloyd Street Grounds,1.0,7.0,2.0,9.0,16.0,2.0,,,
71636,1901-07-29,Boston Americans,Chicago White Sox,South Side Park ,4.0,11.0,1.0,1.0,5.0,2.0,,,
71642,1901-07-30,Chicago Orphans,Cincinnati Reds,League Park,5.0,5.0,4.0,4.0,10.0,2.0,,,
71644,1901-07-30,Philadelphia Athletics,Cleveland Blues,League Park (1901-09),11.0,14.0,3.0,5.0,9.0,4.0,,,
71645,1901-07-30,Philadelphia Phillies,Brooklyn Superbas,Washington Park ,3.0,6.0,1.0,8.0,12.0,4.0,,,
71643,1901-07-30,New York Giants,Boston Beaneaters,South End Grounds,4.0,10.0,2.0,5.0,10.0,2.0,,,
71647,1901-07-31,Chicago Orphans,Cincinnati Reds,League Park,4.0,10.0,1.0,5.0,13.0,5.0,,,
71646,1901-07-31,Boston Americans,Philadelphia Athletics,Columbia Park,10.0,12.0,3.0,13.0,11.0,5.0,,,
71650,1901-07-31,Philadelphia Phillies,Brooklyn Superbas,Washington Park ,3.0,8.0,1.0,0.0,3.0,3.0,,,
71649,1901-07-31,New York Giants,Boston Beaneaters,South End Grounds,0.0,5.0,1.0,5.0,9.0,0.0,,,
71651,1901-07-31,Washington Senators,Baltimore Orioles,Oriole Park,2.0,6.0,2.0,6.0,14.0,1.0,,,
71648,1901-07-31,Detroit Tigers,Chicago White Sox,South Side Park ,0.0,6.0,0.0,2.0,6.0,1.0,,,
71657,1901-08-01,Washington Senators,Baltimore Orioles,Oriole Park,5.0,12.0,0.0,6.0,13.0,5.0,,,
71658,1901-08-01,Washington Senators,Baltimore Orioles,Oriole Park,8.0,13.0,2.0,4.0,9.0,5.0,,,
71652,1901-08-01,Boston Americans,Philadelphia Athletics,Columbia Park,6.0,12.0,4.0,8.0,12.0,2.0,,,
71655,1901-08-01,Philadelphia Phillies,Brooklyn Superbas,Washington Park ,2.0,4.0,1.0,1.0,7.0,2.0,,,
71654,1901-08-01,New York Giants,Boston Beaneaters,South End Grounds,9.0,12.0,2.0,8.0,12.0,2.0,,,
71656,1901-08-01,St. Louis Cardinals,Chicago Orphans,West Side Park,1.0,6.0,1.0,5.0,9.0,3.0,,,
71653,1901-08-01,Detroit Tigers,Chicago White Sox,South Side Park ,0.0,1.0,1.0,4.0,10.0,1.0,,,
71659,1901-08-02,Boston Americans,Philadelphia Athletics,Columbia Park,16.0,22.0,1.0,0.0,7.0,8.0,,,
71663,1901-08-02,Philadelphia Phillies,New York Giants,Polo Grounds III,3.0,8.0,1.0,5.0,10.0,3.0,,,
71660,1901-08-02,Brooklyn Superbas,Boston Beaneaters,South End Grounds,1.0,6.0,3.0,4.0,10.0,1.0,,,
71664,1901-08-02,Washington Senators,Baltimore Orioles,Oriole Park,4.0,7.0,0.0,5.0,11.0,1.0,,,
71661,1901-08-02,Cleveland Blues,Milwaukee Brewers,Lloyd Street Grounds,7.0,11.0,0.0,0.0,1.0,6.0,,,
71662,1901-08-02,Detroit Tigers,Chicago White Sox,South Side Park ,0.0,2.0,1.0,7.0,8.0,0.0,,,
71672,1901-08-03,Washington Senators,Baltimore Orioles,Oriole Park,6.0,8.0,1.0,5.0,11.0,5.0,,,
71673,1901-08-03,Washington Senators,Baltimore Orioles,Oriole Park,8.0,8.0,2.0,5.0,12.0,8.0,,,
71665,1901-08-03,Boston Americans,Philadelphia Athletics,Columbia Park,4.0,12.0,3.0,7.0,13.0,2.0,,,
71667,1901-08-03,Cincinnati Reds,Pittsburgh Pirates,Exposition Park,7.0,11.0,0.0,4.0,9.0,6.0,,,
71670,1901-08-03,Philadelphia Phillies,New York Giants,Polo Grounds III,5.0,11.0,1.0,0.0,3.0,1.0,,,
71666,1901-08-03,Brooklyn Superbas,Boston Beaneaters,South End Grounds,5.0,7.0,1.0,0.0,8.0,6.0,,,
71668,1901-08-03,Cleveland Blues,Milwaukee Brewers,Lloyd Street Grounds,8.0,11.0,5.0,7.0,11.0,5.0,,,
71671,1901-08-03,St. Louis Cardinals,Chicago Orphans,West Side Park,5.0,10.0,0.0,2.0,8.0,1.0,,,
71669,1901-08-03,Detroit Tigers,Chicago White Sox,South Side Park ,8.0,8.0,4.0,6.0,10.0,4.0,,,
71675,1901-08-04,Detroit Tigers,Milwaukee Brewers,Lloyd Street Grounds,3.0,7.0,4.0,4.0,8.0,4.0,,,
71676,1901-08-04,Detroit Tigers,Milwaukee Brewers,Lloyd Street Grounds,4.0,9.0,6.0,11.0,10.0,6.0,,,
71677,1901-08-04,Pittsburgh Pirates,Cincinnati Reds,League Park,6.0,10.0,2.0,3.0,6.0,1.0,,,
71678,1901-08-04,St. Louis Cardinals,Chicago Orphans,West Side Park,4.0,11.0,1.0,3.0,10.0,1.0,,,
71674,1901-08-04,Cleveland Blues,Chicago White Sox,South Side Park ,5.0,7.0,4.0,9.0,9.0,3.0,,,
71688,1901-08-05,Washington Senators,Philadelphia Athletics,Columbia Park,3.0,10.0,2.0,10.0,13.0,3.0,,,
71689,1901-08-05,Washington Senators,Philadelphia Athletics,Columbia Park,0.0,3.0,1.0,2.0,7.0,1.0,,,
71685,1901-08-05,Philadelphia Phillies,New York Giants,Polo Grounds III,6.0,9.0,4.0,3.0,9.0,3.0,,,
71686,1901-08-05,Philadelphia Phillies,New York Giants,Polo Grounds III,10.0,10.0,0.0,0.0,6.0,6.0,,,
